customer_id,first_name,last_name,gender,date_of_birth,registration_date,location_id,preferred_channel,preferred_category,email,phone,quarantine_reason
1792,Customer1792,User1792,Female,1974-09-12,2024-02-16,10,Website/App,Sandwiches,customer1792@example.com,3001381383,Duplicate customer_id; first occurrence retained.
29499,Customer29499,User29499,Female,1979-05-24,2024-02-07,6,Third-party Delivery,Biryani,customer29499@example.com,3007048139,Duplicate customer_id; first occurrence retained.
7807,Customer7807,User7807,Male,1995-10-17,2024-02-11,8,Takeaway,BBQ,customer7807@example.com,3007028690,Duplicate customer_id; first occurrence retained.
19738,Customer19738,User19738,Female,1979-10-22,2024-02-01,9,Third-party Delivery,Pasta,customer19738@example.com,3008274189,Duplicate customer_id; first occurrence retained.
45816,Customer45816,User45816,Female,1976-01-12,2024-03-24,9,Dine-in,Pasta,customer45816@example.com,3009878783,Duplicate customer_id; first occurrence retained.
9489,Customer9489,User9489,Other,2002-06-22,2024-08-11,3,Third-party Delivery,BBQ,customer9489@example.com,3004938416,Duplicate customer_id; first occurrence retained.
17145,Customer17145,User17145,Male,2003-08-25,2024-04-22,1,Third-party Delivery,Rice,customer17145@example.com,3005286955,Duplicate customer_id; first occurrence retained.
12001,Customer12001,User12001,Female,1982-03-15,2024-06-19,5,Takeaway,Pasta,customer12001@example.com,3002331964,Duplicate customer_id; first occurrence retained.
25230,Customer25230,User25230,Other,1984-01-24,2024-02-23,8,Takeaway,Rice,customer25230@example.com,3001695382,Duplicate customer_id; first occurrence retained.
17532,Customer17532,User17532,Other,1973-01-22,2024-08-19,20,Website/App,Beverages,customer17532@example.com,3001573692,Duplicate customer_id; first occurrence retained.
19045,Customer19045,User19045,Female,1984-07-02,2024-08-05,2,Third-party Delivery,Desserts,customer19045@example.com,3004491874,Duplicate customer_id; first occurrence retained.
2494,Customer2494,User2494,Female,1981-03-15,2024-07-08,10,Third-party Delivery,Burgers,customer2494@example.com,3002796352,Duplicate customer_id; first occurrence retained.
9148,Customer9148,User9148,Female,1999-11-18,2024-06-10,2,Third-party Delivery,Salads,customer9148@example.com,3005364478,Duplicate customer_id; first occurrence retained.
13113,Customer13113,User13113,Female,1981-08-03,2024-12-02,14,Third-party Delivery,Beverages,customer13113@example.com,3009448222,Duplicate customer_id; first occurrence retained.
49571,Customer49571,User49571,Male,1981-08-26,2024-08-04,3,Website/App,Salads,customer49571@example.com,3006467683,Duplicate customer_id; first occurrence retained.
47890,Customer47890,User47890,Other,1997-01-17,2024-03-16,11,Dine-in,Rice,customer47890@example.com,3005894495,Duplicate customer_id; first occurrence retained.
11311,Customer11311,User11311,Female,1982-05-19,2024-06-07,18,Dine-in,Burgers,customer11311@example.com,3002965226,Duplicate customer_id; first occurrence retained.
1187,Customer1187,User1187,Other,2000-07-11,2024-01-06,9,Dine-in,Biryani,customer1187@example.com,3001163307,Duplicate customer_id; first occurrence retained.
14565,Customer14565,User14565,Male,1981-07-20,2024-08-13,8,Third-party Delivery,Sandwiches,customer14565@example.com,3008762821,Duplicate customer_id; first occurrence retained.
34581,Customer34581,User34581,Female,1998-04-05,2024-03-19,16,Dine-in,Sandwiches,customer34581@example.com,3007809837,Duplicate customer_id; first occurrence retained.
25658,Customer25658,User25658,Other,1985-11-03,2024-10-12,5,Website/App,Biryani,customer25658@example.com,3008452991,Duplicate customer_id; first occurrence retained.
36624,Customer36624,User36624,Male,1992-05-07,2024-11-09,19,Takeaway,Beverages,customer36624@example.com,3009543072,Duplicate customer_id; first occurrence retained.
42470,Customer42470,User42470,Female,1988-01-08,2024-10-07,20,Website/App,Sandwiches,customer42470@example.com,3004071188,Duplicate customer_id; first occurrence retained.
27752,Customer27752,User27752,Female,1978-12-05,2024-11-06,7,Dine-in,Salads,customer27752@example.com,3002747634,Duplicate customer_id; first occurrence retained.
17625,Customer17625,User17625,Other,1990-03-26,2024-12-01,16,Takeaway,Sandwiches,customer17625@example.com,3001443353,Duplicate customer_id; first occurrence retained.
8834,Customer8834,User8834,Female,1987-01-27,2024-09-17,11,Dine-in,Desserts,customer8834@example.com,3006154282,Duplicate customer_id; first occurrence retained.
36760,Customer36760,User36760,Male,1991-07-02,2024-06-07,18,Takeaway,Salads,customer36760@example.com,3004272842,Duplicate customer_id; first occurrence retained.
48223,Customer48223,User48223,Male,1989-09-18,2024-01-13,2,Third-party Delivery,Sandwiches,customer48223@example.com,3006903258,Duplicate customer_id; first occurrence retained.
24184,Customer24184,User24184,Other,1999-11-09,2024-02-27,20,Website/App,BBQ,customer24184@example.com,3002457428,Duplicate customer_id; first occurrence retained.
37611,Customer37611,User37611,Male,1999-04-03,2024-07-27,10,Takeaway,Desserts,customer37611@example.com,3005039639,Duplicate customer_id; first occurrence retained.
19628,Customer19628,User19628,Other,1973-04-26,2024-10-12,7,Takeaway,BBQ,customer19628@example.com,3001175671,Duplicate customer_id; first occurrence retained.
28290,Customer28290,User28290,Male,1970-01-14,2024-11-16,3,Dine-in,Biryani,customer28290@example.com,3009980917,Duplicate customer_id; first occurrence retained.
36689,Customer36689,User36689,Male,1999-11-06,2024-09-22,3,Dine-in,Biryani,customer36689@example.com,3007580350,Duplicate customer_id; first occurrence retained.
3471,Customer3471,User3471,Female,1972-09-24,2024-12-02,19,Takeaway,Salads,customer3471@example.com,3009321087,Duplicate customer_id; first occurrence retained.
14420,Customer14420,User14420,Male,1974-05-24,2024-08-05,5,Takeaway,Biryani,customer14420@example.com,3005999945,Duplicate customer_id; first occurrence retained.
44918,Customer44918,User44918,Male,1973-05-06,2024-02-02,2,Website/App,Salads,customer44918@example.com,3007108322,Duplicate customer_id; first occurrence retained.
24864,Customer24864,User24864,Female,2001-08-03,2024-09-03,20,Takeaway,Desserts,customer24864@example.com,3004574569,Duplicate customer_id; first occurrence retained.
18005,Customer18005,User18005,Other,1996-05-05,2024-03-28,1,Takeaway,Pizza,customer18005@example.com,3003288387,Duplicate customer_id; first occurrence retained.
45242,Customer45242,User45242,Other,1972-09-03,2024-01-12,19,Third-party Delivery,Sandwiches,customer45242@example.com,3009733176,Duplicate customer_id; first occurrence retained.
9317,Customer9317,User9317,Male,2003-03-14,2024-08-17,5,Takeaway,Desserts,customer9317@example.com,3006918016,Duplicate customer_id; first occurrence retained.
45090,Customer45090,User45090,Female,1970-02-20,2024-06-21,12,Website/App,Desserts,customer45090@example.com,3001267574,Duplicate customer_id; first occurrence retained.
4259,Customer4259,User4259,Female,2002-10-12,2024-10-04,12,Takeaway,Biryani,customer4259@example.com,3006115954,Duplicate customer_id; first occurrence retained.
3983,Customer3983,User3983,Female,1975-09-06,2024-08-05,7,Takeaway,Sandwiches,customer3983@example.com,3005605141,Duplicate customer_id; first occurrence retained.
20478,Customer20478,User20478,Female,2004-02-23,2024-01-07,18,Dine-in,Sandwiches,customer20478@example.com,3006479445,Duplicate customer_id; first occurrence retained.
3809,Customer3809,User3809,Female,1989-12-27,2024-12-05,4,Website/App,Desserts,customer3809@example.com,3004732223,Duplicate customer_id; first occurrence retained.
34785,Customer34785,User34785,Female,1983-02-10,2024-10-11,18,Website/App,Biryani,customer34785@example.com,3004707280,Duplicate customer_id; first occurrence retained.
16589,Customer16589,User16589,Male,2004-07-23,2024-06-08,15,Takeaway,Biryani,customer16589@example.com,3002088755,Duplicate customer_id; first occurrence retained.
38835,Customer38835,User38835,Other,1995-07-26,2024-01-14,15,Website/App,Pasta,customer38835@example.com,3007032821,Duplicate customer_id; first occurrence retained.
31140,Customer31140,User31140,Male,1979-02-28,2024-11-27,14,Takeaway,Pizza,customer31140@example.com,3005585981,Duplicate customer_id; first occurrence retained.
4959,Customer4959,User4959,Female,2003-03-02,2024-08-05,4,Third-party Delivery,Biryani,customer4959@example.com,3005534903,Duplicate customer_id; first occurrence retained.
15863,Customer15863,User15863,Other,1971-01-16,2024-04-23,19,Takeaway,Beverages,customer15863@example.com,3008991932,Duplicate customer_id; first occurrence retained.
11238,Customer11238,User11238,Female,1994-01-14,2024-12-20,10,Takeaway,Burgers,customer11238@example.com,3003233293,Duplicate customer_id; first occurrence retained.
40311,Customer40311,User40311,Other,1978-10-14,2024-10-16,14,Takeaway,Biryani,customer40311@example.com,3005380412,Duplicate customer_id; first occurrence retained.
32422,Customer32422,User32422,Male,1976-09-02,2024-06-11,8,Website/App,Desserts,customer32422@example.com,3007093616,Duplicate customer_id; first occurrence retained.
24908,Customer24908,User24908,Male,1995-10-28,2024-03-20,6,Dine-in,Burgers,customer24908@example.com,3009384307,Duplicate customer_id; first occurrence retained.
11929,Customer11929,User11929,Other,1974-06-16,2024-11-07,14,Takeaway,Pasta,customer11929@example.com,3007927403,Duplicate customer_id; first occurrence retained.
11427,Customer11427,User11427,Other,1987-12-07,2024-07-14,9,Website/App,Sandwiches,customer11427@example.com,3001202931,Duplicate customer_id; first occurrence retained.
38977,Customer38977,User38977,Female,1989-09-13,2024-03-25,17,Dine-in,Beverages,customer38977@example.com,3009427137,Duplicate customer_id; first occurrence retained.
27188,Customer27188,User27188,Female,1972-11-19,2024-03-15,18,Website/App,Burgers,customer27188@example.com,3003907311,Duplicate customer_id; first occurrence retained.
3336,Customer3336,User3336,Female,1990-08-09,2024-11-21,9,Third-party Delivery,Pasta,customer3336@example.com,3004603245,Duplicate customer_id; first occurrence retained.
31420,Customer31420,User31420,Male,1984-12-11,2024-03-01,11,Takeaway,BBQ,customer31420@example.com,3007554030,Duplicate customer_id; first occurrence retained.
27546,Customer27546,User27546,Other,1974-04-27,2024-04-26,8,Website/App,Salads,customer27546@example.com,3005470473,Duplicate customer_id; first occurrence retained.
12396,Customer12396,User12396,Male,1992-05-25,2024-07-22,8,Takeaway,Burgers,customer12396@example.com,3009297205,Duplicate customer_id; first occurrence retained.
41164,Customer41164,User41164,Male,1988-09-01,2024-03-08,15,Website/App,Pasta,customer41164@example.com,3009294925,Duplicate customer_id; first occurrence retained.
32799,Customer32799,User32799,Female,1976-10-27,2024-09-12,4,Dine-in,Desserts,customer32799@example.com,3008396277,Duplicate customer_id; first occurrence retained.
39628,Customer39628,User39628,Female,1971-08-27,2024-06-02,12,Dine-in,BBQ,customer39628@example.com,3007739004,Duplicate customer_id; first occurrence retained.
27725,Customer27725,User27725,Male,1970-10-06,2024-09-17,13,Takeaway,Pizza,customer27725@example.com,3008007974,Duplicate customer_id; first occurrence retained.
17330,Customer17330,User17330,Male,1991-07-27,2024-08-22,5,Website/App,BBQ,customer17330@example.com,3004736762,Duplicate customer_id; first occurrence retained.
40245,Customer40245,User40245,Female,1983-06-23,2024-07-25,8,Third-party Delivery,Desserts,customer40245@example.com,3001623920,Duplicate customer_id; first occurrence retained.
18299,Customer18299,User18299,Male,1991-09-28,2024-04-18,12,Takeaway,BBQ,customer18299@example.com,3001250058,Duplicate customer_id; first occurrence retained.
22052,Customer22052,User22052,Female,2000-06-23,2024-06-03,6,Dine-in,Biryani,customer22052@example.com,3001617895,Duplicate customer_id; first occurrence retained.
20879,Customer20879,User20879,Male,1984-12-16,2024-02-27,6,Dine-in,Burgers,customer20879@example.com,3009018872,Duplicate customer_id; first occurrence retained.
34081,Customer34081,User34081,Other,1987-07-03,2024-11-28,7,Website/App,BBQ,customer34081@example.com,3002426464,Duplicate customer_id; first occurrence retained.
3400,Customer3400,User3400,Female,1978-11-28,2024-12-03,2,Website/App,Sandwiches,customer3400@example.com,3007963424,Duplicate customer_id; first occurrence retained.
19970,Customer19970,User19970,Female,1973-10-24,2024-11-12,20,Dine-in,Beverages,customer19970@example.com,3004996543,Duplicate customer_id; first occurrence retained.
35637,Customer35637,User35637,Other,1989-09-20,2024-05-24,13,Third-party Delivery,Pasta,customer35637@example.com,3004960120,Duplicate customer_id; first occurrence retained.
27291,Customer27291,User27291,Other,1977-03-17,2024-10-28,8,Website/App,Pizza,customer27291@example.com,3004465799,Duplicate customer_id; first occurrence retained.
27775,Customer27775,User27775,Female,1979-10-01,2024-04-28,17,Website/App,Pasta,customer27775@example.com,3006732770,Duplicate customer_id; first occurrence retained.
27328,Customer27328,User27328,Other,1993-03-24,2024-05-16,9,Website/App,Burgers,customer27328@example.com,3005325704,Duplicate customer_id; first occurrence retained.
2368,Customer2368,User2368,Other,1983-01-12,2024-07-10,4,Website/App,Salads,customer2368@example.com,3004214210,Duplicate customer_id; first occurrence retained.
42409,Customer42409,User42409,Male,2002-11-02,2024-12-03,5,Website/App,Pizza,customer42409@example.com,3008699431,Duplicate customer_id; first occurrence retained.
18625,Customer18625,User18625,Male,1985-01-11,2024-01-24,8,Takeaway,Pasta,customer18625@example.com,3004865112,Duplicate customer_id; first occurrence retained.
16799,Customer16799,User16799,Other,2002-04-25,2024-06-25,15,Third-party Delivery,BBQ,customer16799@example.com,3004350097,Duplicate customer_id; first occurrence retained.
39277,Customer39277,User39277,Male,1994-02-14,2024-06-06,3,Takeaway,Pasta,customer39277@example.com,3001502702,Duplicate customer_id; first occurrence retained.
9200,Customer9200,User9200,Male,2004-01-15,2024-08-18,12,Website/App,Salads,customer9200@example.com,3002437078,Duplicate customer_id; first occurrence retained.
12933,Customer12933,User12933,Male,1984-04-14,2024-10-23,20,Third-party Delivery,Pizza,customer12933@example.com,3008498003,Duplicate customer_id; first occurrence retained.
5133,Customer5133,User5133,Female,1975-01-08,2024-06-13,12,Third-party Delivery,BBQ,customer5133@example.com,3001869156,Duplicate customer_id; first occurrence retained.
44077,Customer44077,User44077,Other,1992-03-17,2024-03-12,3,Takeaway,Burgers,customer44077@example.com,3001514341,Duplicate customer_id; first occurrence retained.
1743,Customer1743,User1743,Male,1970-02-06,2024-01-09,16,Dine-in,Rice,customer1743@example.com,3008856881,Duplicate customer_id; first occurrence retained.
6131,Customer6131,User6131,Male,1987-03-18,2024-02-04,12,Third-party Delivery,Sandwiches,customer6131@example.com,3006668655,Duplicate customer_id; first occurrence retained.
6628,Customer6628,User6628,Male,1999-06-02,2024-12-27,14,Takeaway,Rice,customer6628@example.com,3005163886,Duplicate customer_id; first occurrence retained.
1725,Customer1725,User1725,Male,1995-03-06,2024-01-16,5,Takeaway,Rice,customer1725@example.com,3007160440,Duplicate customer_id; first occurrence retained.
23936,Customer23936,User23936,Female,1997-08-17,2024-04-03,19,Third-party Delivery,Biryani,customer23936@example.com,3003950840,Duplicate customer_id; first occurrence retained.
26936,Customer26936,User26936,Female,2000-03-28,2024-12-09,2,Dine-in,Beverages,customer26936@example.com,3003892635,Duplicate customer_id; first occurrence retained.
12320,Customer12320,User12320,Other,1972-02-25,2024-08-04,13,Website/App,Pasta,customer12320@example.com,3005565859,Duplicate customer_id; first occurrence retained.
21754,Customer21754,User21754,Other,2001-07-21,2024-04-07,9,Third-party Delivery,BBQ,customer21754@example.com,3005897029,Duplicate customer_id; first occurrence retained.
7707,Customer7707,User7707,Female,1997-12-24,2024-12-21,10,Dine-in,Burgers,customer7707@example.com,3006167749,Duplicate customer_id; first occurrence retained.
27470,Customer27470,User27470,Male,1971-09-23,2024-02-15,14,Dine-in,Biryani,customer27470@example.com,3002725074,Duplicate customer_id; first occurrence retained.
46331,Customer46331,User46331,Other,1984-01-09,2024-11-20,8,Takeaway,Burgers,customer46331@example.com,3002399287,Duplicate customer_id; first occurrence retained.
21114,Customer21114,User21114,Male,1984-05-13,2024-09-01,10,Dine-in,Beverages,customer21114@example.com,3003078436,Duplicate customer_id; first occurrence retained.
14778,Customer14778,User14778,Other,1995-07-05,2024-09-08,1,Third-party Delivery,Rice,customer14778@example.com,3004844491,Duplicate customer_id; first occurrence retained.
11943,Customer11943,User11943,Other,1992-05-28,2024-05-02,19,Third-party Delivery,BBQ,customer11943@example.com,3002890075,Duplicate customer_id; first occurrence retained.
15498,Customer15498,User15498,Male,1986-12-06,2024-10-01,2,Dine-in,Sandwiches,customer15498@example.com,3006210867,Duplicate customer_id; first occurrence retained.
21496,Customer21496,User21496,Female,1999-07-27,2024-06-24,13,Website/App,BBQ,customer21496@example.com,3002257243,Duplicate customer_id; first occurrence retained.
20833,Customer20833,User20833,Other,1983-08-18,2024-11-17,3,Takeaway,Biryani,customer20833@example.com,3004514128,Duplicate customer_id; first occurrence retained.
31490,Customer31490,User31490,Other,2004-08-03,2024-08-27,19,Dine-in,Salads,customer31490@example.com,3004660627,Duplicate customer_id; first occurrence retained.
9308,Customer9308,User9308,Other,1989-03-01,2024-12-13,12,Website/App,BBQ,customer9308@example.com,3005610252,Duplicate customer_id; first occurrence retained.
